"204","2017-01-21","VALENCIA High School","500 North Bradford Ave, Placentia, CA 92870","33.8763042","-117.8686011"
"205","2017-01-21","VALLEJO High School","840 Nebraska St, Vallejo, CA 94590","38.1132172","-122.2438799"
"206","2017-01-21","VALLEY CHRISTIAN High School","17700 Dumont Ave, Cerritos, CA 90703","33.8707125","-118.1036889"
"207","2017-01-21","VICTOR VLY SR High School","16500 Mojave Drive, Victorville, CA 92395","34.5290105","-117.3038064"
"208","2017-01-21","VILLA PARK High School","18042 Taft Avenue, Villa Park, CA 92861","33.8177684","-117.8173794"
"209","2017-01-21","WARREN High School","8141 De Palma Street, Downey, CA 90241","33.9360188","-118.1401864"
"210","2017-01-21","WEST COVINA High School","1609 East CAmeron Ave, West Covina, CA 91791","34.06256","-117.913763"
"211","2017-01-21","WEST VLY High School","3401 Mustang Way, Hemet, CA 92545","33.7178795","-117.0088147"
"212","2017-01-21","WILL C WOOD High School","998 Marshall Road, VaCAville, CA 95687","38.3455369","-121.9753137"
"213","2017-01-21","WILLIAM C OVERFELT High School","1835 Cunningham Avenue, San Jose, CA 95122","37.3323884","-121.8296676"
"214","2017-01-21","WILSON High School","4500 Multnomah Street, Los Angeles, CA 90032","34.0696768","-118.1863401"
"215","2017-01-21","YERBA BUENA High School","1855 Lucretia Avenue, San Jose, CA 95122","37.3203996","-121.8481256"
"216","2017-01-21","YGNACIO VALLEY High School","755 Oak Grove Road, Concord, CA 94518","37.9347131","-122.0259562"
"217","2017-01-21","YUBA CITY High School","850 B St, Yuba City, CA 95991","39.1297513","-121.623349"
"218","2017-01-21","YUCAIPA High School","33000 YuCAipa Blvd, YuCAipa, CA 92399","34.0348929","-117.085709"
"219","2017-03-11","ADOLFO CAMARILLO High School","4660 Mission Oaks Blvd, CAmarillo, CA 93012","34.2181293","-119.0084031"
"220","2017-03-11","ALHAMBRA HIGH SCHOOL","101 South Second Street, Alhambra, CA 91801","34.0928078","-118.1286674"
"221","2017-03-11","ALISO NIGUEL High School","28000 Wolverine Way, Aliso Viejo, CA 92656","33.5610978","-117.7192172"
"222","2017-03-11","ALLIANCE CINDY + BILL SIMON TECH","10720 Wilmington Ave, Los Angeles, CA 90059","33.9386241","-118.2387171"
"223","2017-03-11","AMADOR High School","330 Spanish Street, Sutter Creek, CA 95685","38.3981847","-120.8104072"
"224","2017-03-11","AMADOR VLY High School","1155 Santa Rita Rd, Pleasanton, CA 94566","37.6681985","-121.8740214"
"225","2017-03-11","ANIMO RALPH BUNCHE CHTR High School","1655 E 27th St, Los Angeles, CA 90011","34.0126946","-118.2439786"
"226","2017-03-11","ANTIOCH SR High School","700 W 18th Street, Antioch, CA 94509","38.0063764","-121.8166091"
"227","2017-03-11","APPLE VLY High School","11837 Navajo Road, Apple Valley, CA 92308","34.4673168","-117.1894778"
"228","2017-03-11","ARCADIA High School","180 CAmpus Drive, ArCAdia, CA 91007","34.1298725","-118.0363409"
"229","2017-03-11","ARCHBISHOP MITTY High School","5000 Mitty Avenue, San Jose, CA 95129","37.315311","-121.9931175"
"230","2017-03-11","ARCHBISHOP RIORDAN High School","175 Phelan Ave, San Francisco, CA 94112","37.7279352","-122.453351"
"231","2017-03-11","ARMIJO High School","824 Washington St., Fairfield, CA 94533","38.2506123","-122.039151"
"232","2017-03-11","ARMY + NAVY ACAD","2605 CArlsbad Blvd, CArlsbad, CA 92008","33.1626521","-117.3547484"
"233","2017-03-11","BAKERSFIELD COLL","1801 Panorama Drive, Bakersfield, CA 93305","35.408","-118.9716483"
"234","2017-03-11","BALBOA High School","1000 CAyuga Ave, San Francisco, CA 94112","37.7215796","-122.4407711"
"235","2017-03-11","BARSTOW High School","430 South First Avenue, Barstow, CA 92311","34.8945237","-117.028571"
"236","2017-03-11","BERKELEY High School","2246 Milvia St, Berkeley, CA 94704","37.8674288","-122.2705877"
"237","2017-03-11","BESANT HILL SCHOOL","8585 Ojai Santa Paula Rd, Ojai, CA 93023","34.4356724","-119.1846303"
"238","2017-03-11","BEVERLY HILLS High School","241 Moreno Drive, Beverly Hills, CA 90212","34.0614775","-118.4104242"
